northing,easting,District,Coordinate,Row 
864999.883,836329.009,SAI KUNG,2187,2187
869641.156,825515.097,SAI KUNG,2188,2188
869800,825145,SAI KUNG,2189,2189
869851,801153,SAI KUNG,2190,2190
849922.494,801124.699,SAI KUNG,2191,2191
826877.25,842164,YUEN LONG,2192,2192
826887.187,842162.75,YUEN LONG,2193,2193
826897.125,842163.062,YUEN LONG,2194,2194
826907,842164.875,YUEN LONG,2195,2195
826916.437,842168.125,YUEN LONG,2196,2196
826947.25,842189,YUEN LONG,2197,2197
826973.062,842204.25,YUEN LONG,2198,2198
826989.812,842215.187,YUEN LONG,2199,2199
827014.187,842232.625,YUEN LONG,2200,2200
827029.875,842245,YUEN LONG,2201,2201
827052.625,842264.562,YUEN LONG,2202,2202
827074.312,842285.312,YUEN LONG,2203,2203
827106.5,842320.687,YUEN LONG,2204,2204
827121,842334.5,YUEN LONG,2205,2205
827134.375,842349.312,YUEN LONG,2206,2206
827152.125,842373.5,YUEN LONG,2207,2207
827162.312,842390.687,YUEN LONG,2208,2208
827174.937,842417.875,YUEN LONG,2209,2209
827181.5,842436.75,YUEN LONG,2210,2210
827186.625,842456.125,YUEN LONG,2211,2211
827191.312,842485.687,YUEN LONG,2212,2212
827192.5,842515.687,YUEN LONG,2213,2213
827191.187,842537.125,YUEN LONG,2214,2214
827193.142,842539.841,YUEN LONG,2215,2215
827196.178,842540.229,YUEN LONG,2216,2216
827200.493,842543.403,YUEN LONG,2217,2217
827215.388,842563.257,YUEN LONG,2218,2218
827225.193,842578.263,YUEN LONG,2219,2219
827234.074,842588.054,YUEN LONG,2220,2220
827240.027,842593.22,YUEN LONG,2221,2221
827260.299,842603.91,YUEN LONG,2222,2222
827270.307,842611.273,YUEN LONG,2223,2223
827276,842609.25,YUEN LONG,2224,2224
827282.187,842601.562,YUEN LONG,2225,2225
827281.397,842593.329,YUEN LONG,2226,2226
827272.062,842582.312,YUEN LONG,2227,2227
827266.5,842574,YUEN LONG,2228,2228
827262.5,842564.875,YUEN LONG,2229,2229
827260.25,842555.125,YUEN LONG,2230,2230
827257.238,842530.851,YUEN LONG,2231,2231
827257.246,842523.205,YUEN LONG,2232,2232
827297.5,842450.176,YUEN LONG,2233,2233
827305.153,842429.839,YUEN LONG,2234,2234
827303.089,842410.809,YUEN LONG,2235,2235
827295.916,842365.658,YUEN LONG,2236,2236
827501.187,842349,YUEN LONG,2237,2237
827500.5,842326,YUEN LONG,2238,2238
827504,842312.937,YUEN LONG,2239,2239
827508.375,842288.875,YUEN LONG,2240,2240
827501.062,842262.812,YUEN LONG,2241,2241
827499.062,842246.687,YUEN LONG,2242,2242
827502,842228.562,YUEN LONG,2243,2243
827507.312,842215.312,YUEN LONG,2244,2244
827511.062,842200.25,YUEN LONG,2245,2245
827510.25,842159.625,YUEN LONG,2246,2246
827501.53,842136.317,YUEN LONG,2247,2247
827488.872,842107.89,YUEN LONG,2248,2248
827464.079,842073.073,YUEN LONG,2249,2249
827453.538,842051.728,YUEN LONG,2250,2250
827449.248,842033.096,YUEN LONG,2251,2251
827452.101,842021.892,YUEN LONG,2252,2252
827451.951,842012.858,YUEN LONG,2253,2253
827452.762,842008.451,YUEN LONG,2254,2254
827451.641,841990.243,YUEN LONG,2255,2255
827452.948,841983.299,YUEN LONG,2256,2256
827455.711,841977.591,YUEN LONG,2257,2257
827459.992,841961.765,YUEN LONG,2258,2258
827463.498,841952.598,YUEN LONG,2259,2259
827468.93,841929.168,YUEN LONG,2260,2260
827469.075,841914.738,YUEN LONG,2261,2261
827467.865,841907.708,YUEN LONG,2262,2262
827464.653,841897.413,YUEN LONG,2263,2263
827463.881,841891.27,YUEN LONG,2264,2264
827465.253,841882.471,YUEN LONG,2265,2265
827468.966,841877.738,YUEN LONG,2266,2266
827459.888,841875.933,YUEN LONG,2267,2267
827452.599,841870.277,YUEN LONG,2268,2268
827448.19,841864.028,YUEN LONG,2269,2269
827444.796,841825.795,YUEN LONG,2270,2270
827437.921,841799.398,YUEN LONG,2271,2271
827429.877,841784.003,YUEN LONG,2272,2272
827405.205,841763.278,YUEN LONG,2273,2273
827398.348,841719.307,YUEN LONG,2274,2274
827384.136,841698.458,YUEN LONG,2275,2275
827417.74,841698.789,YUEN LONG,2276,2276
827455.53,841684.061,YUEN LONG,2277,2277
827478.062,841652.437,YUEN LONG,2278,2278
827482.437,841643.437,YUEN LONG,2279,2279
827489.562,841624.75,YUEN LONG,2280,2280
827499.133,841573.302,YUEN LONG,2281,2281
827493.625,841534.937,YUEN LONG,2282,2282
827492.437,841514.937,YUEN LONG,2283,2283
827492.875,841485,YUEN LONG,2284,2284
827496,841455.125,YUEN LONG,2285,2285
827499.625,841435.5,YUEN LONG,2286,2286
827504.375,841416.062,YUEN LONG,2287,2287
827510.312,841396.937,YUEN LONG,2288,2288
827517.375,841378.25,YUEN LONG,2289,2289
827530.062,841351.062,YUEN LONG,2290,2290
827539.875,841333.687,YUEN LONG,2291,2291
827550.75,841316.875,YUEN LONG,2292,2292
827562.562,841300.75,YUEN LONG,2293,2293
827580.627,841283.674,YUEN LONG,2294,2294
827613.652,841254.858,YUEN LONG,2295,2295
827630.609,841234.178,YUEN LONG,2296,2296
827655.214,841213.298,YUEN LONG,2297,2297
827665.947,841195.958,YUEN LONG,2298,2298
827651.875,841179.687,YUEN LONG,2299,2299
827629.437,841141.625,YUEN LONG,2300,2300
827619.375,841121.687,YUEN LONG,2301,2301
827600.437,841069.937,YUEN LONG,2302,2302
827594.562,841061.562,YUEN LONG,2303,2303
827571.937,841046,YUEN LONG,2304,2304
827540.046,841032.142,YUEN LONG,2305,2305
827517.219,841027.128,YUEN LONG,2306,2306
827498.462,841007.194,YUEN LONG,2307,2307
827474.586,840990.501,YUEN LONG,2308,2308
827419.812,840987.437,YUEN LONG,2309,2309
827350.25,840977.312,YUEN LONG,2310,2310
827294.932,840971.022,YUEN LONG,2311,2311
827295.426,840965.833,YUEN LONG,2312,2312
827299.475,840951.235,YUEN LONG,2313,2313
827303.856,840941.768,YUEN LONG,2314,2314
827311.32,840929.186,YUEN LONG,2315,2315
827327.793,840906.931,YUEN LONG,2316,2316
827330.416,840898.948,YUEN LONG,2317,2317
827334.088,840894.128,YUEN LONG,2318,2318
827350.709,840862.361,YUEN LONG,2319,2319
827358.696,840853.62,YUEN LONG,2320,2320
827368.231,840846.846,YUEN LONG,2321,2321
827372.159,840840.711,YUEN LONG,2322,2322
827374.466,840831.234,YUEN LONG,2323,2323
827374.471,840824.604,YUEN LONG,2324,2324
827368.175,840800,YUEN LONG,2325,2325
827332.213,840682.3,YUEN LONG,2326,2326
827329.888,840676.655,YUEN LONG,2327,2327
827324.091,840667.896,YUEN LONG,2328,2328
827304.804,840650.93,YUEN LONG,2329,2329
827296.798,840641.623,YUEN LONG,2330,2330
827263.284,840579.086,YUEN LONG,2331,2331
827259.117,840567.554,YUEN LONG,2332,2332
827258.346,840541.92,YUEN LONG,2333,2333
827287.937,840544.062,YUEN LONG,2334,2334
827317.5,840549.125,YUEN LONG,2335,2335
827336.875,840554.062,YUEN LONG,2336,2336
827355.875,840560.187,YUEN LONG,2337,2337
827381.25,840570.75,YUEN LONG,2338,2338
827449.625,840583.875,YUEN LONG,2339,2339
827469.993,840582.731,YUEN LONG,2340,2340
827465.242,840517.23,YUEN LONG,2341,2341
827456.795,840432.712,YUEN LONG,2342,2342
827455.187,840399.812,YUEN LONG,2343,2343
827462.187,840381.062,YUEN LONG,2344,2344
827464.625,840368.75,YUEN LONG,2345,2345
827474.187,840348.062,YUEN LONG,2346,2346
827488.875,840294.625,YUEN LONG,2347,2347
827496.016,840265.112,YUEN LONG,2348,2348
827503.79,840185.28,YUEN LONG,2349,2349
827463.294,840083.006,YUEN LONG,2350,2350
827438.109,839978.934,YUEN LONG,2351,2351
827369.191,839909.978,YUEN LONG,2352,2352
827358.793,839869.13,YUEN LONG,2353,2353
827353.965,839803.094,YUEN LONG,2354,2354
827366.33,839781.746,YUEN LONG,2355,2355
827371.932,839758.631,YUEN LONG,2356,2356
827361.213,839723.709,YUEN LONG,2357,2357
827321.618,839694.35,YUEN LONG,2358,2358
827298.166,839661.462,YUEN LONG,2359,2359
827307.83,839643.608,YUEN LONG,2360,2360
827377.075,839606.618,YUEN LONG,2361,2361
827387.373,839591.498,YUEN LONG,2362,2362
827391.028,839584.03,YUEN LONG,2363,2363
827398.724,839573.273,YUEN LONG,2364,2364
827401.872,839565.542,YUEN LONG,2365,2365
827406.185,839559.577,YUEN LONG,2366,2366
827407.882,839551.471,YUEN LONG,2367,2367
827412.981,839535.924,YUEN LONG,2368,2368
827415.768,839529.829,YUEN LONG,2369,2369
827422.684,839520.184,YUEN LONG,2370,2370
827432.341,839510.931,YUEN LONG,2371,2371
827437.201,839501.351,YUEN LONG,2372,2372
827441.527,839489.768,YUEN LONG,2373,2373
827448.92,839461.16,YUEN LONG,2374,2374
827450.311,839453.689,YUEN LONG,2375,2375
827450.332,839444.791,YUEN LONG,2376,2376
827455.002,839427.616,YUEN LONG,2377,2377
827455.923,839425.253,YUEN LONG,2378,2378
827463.45,839415.534,YUEN LONG,2379,2379
827467.048,839408.848,YUEN LONG,2380,2380
827468.285,839403.748,YUEN LONG,2381,2381
827470.84,839398.974,YUEN LONG,2382,2382
827475.68,839395.934,YUEN LONG,2383,2383
827481.43,839395.464,YUEN LONG,2384,2384
827486.007,839395.906,YUEN LONG,2385,2385
827501.081,839399.854,YUEN LONG,2386,2386
827515.241,839399.233,YUEN LONG,2387,2387
827527.318,839394.878,YUEN LONG,2388,2388
827536.898,839387.526,YUEN LONG,2389,2389
827541.974,839381.945,YUEN LONG,2390,2390
827545.368,839376.841,YUEN LONG,2391,2391
827548.54,839369.553,YUEN LONG,2392,2392
827548.397,839365.536,YUEN LONG,2393,2393
827542.228,839349.761,YUEN LONG,2394,2394
827541.323,839345.03,YUEN LONG,2395,2395
827545.966,839328.516,YUEN LONG,2396,2396
827550.938,839323.341,YUEN LONG,2397,2397
827564.486,839316.71,YUEN LONG,2398,2398
827565.561,839313.763,YUEN LONG,2399,2399
827564.925,839303.034,YUEN LONG,2400,2400
827565.414,839300.645,YUEN LONG,2401,2401
827568.563,839295.748,YUEN LONG,2402,2402
827577.84,839285.145,YUEN LONG,2403,2403
827589.461,839275.906,YUEN LONG,2404,2404
827597.145,839268.307,YUEN LONG,2405,2405
827600.445,839266.008,YUEN LONG,2406,2406
827608.091,839263.036,YUEN LONG,2407,2407
827611.797,839260.127,YUEN LONG,2408,2408
827615.368,839255.336,YUEN LONG,2409,2409
827614.164,839252.416,YUEN LONG,2410,2410
827602.867,839243.476,YUEN LONG,2411,2411
827592.305,839233.289,YUEN LONG,2412,2412
827583.95,839221.518,YUEN LONG,2413,2413
827581.444,839216.299,YUEN LONG,2414,2414
827589.531,839203.521,YUEN LONG,2415,2415
827653.805,839171.123,YUEN LONG,2416,2416
827657.546,839161.016,YUEN LONG,2417,2417
827636.27,839125.133,YUEN LONG,2418,2418
827596.613,839094.704,YUEN LONG,2419,2419
827584.128,839073.992,YUEN LONG,2420,2420
827581.356,839058.307,YUEN LONG,2421,2421
827601.518,839001.849,YUEN LONG,2422,2422
827576.116,838920.225,YUEN LONG,2423,2423
827574.816,838883.344,YUEN LONG,2424,2424
827583.522,838800.526,YUEN LONG,2425,2425
827578.433,838778.293,YUEN LONG,2426,2426
827564.882,838734.851,YUEN LONG,2427,2427
827543.991,838620.284,YUEN LONG,2428,2428
827553.728,838524.015,YUEN LONG,2429,2429
827554.113,838500.577,YUEN LONG,2430,2430
827560.125,838442.375,YUEN LONG,2431,2431
827563.375,838424.125,YUEN LONG,2432,2432
827566,838414.125,YUEN LONG,2433,2433
827565.562,838407.437,YUEN LONG,2434,2434
827568.625,838396.437,YUEN LONG,2435,2435
827563.75,838372.75,YUEN LONG,2436,2436
827552.687,838363.75,YUEN LONG,2437,2437
827528.75,838348.187,YUEN LONG,2438,2438
827502.375,838335.5,YUEN LONG,2439,2439
827491.187,838334.562,YUEN LONG,2440,2440
827466,838321.812,YUEN LONG,2441,2441
827456.375,838313.437,YUEN LONG,2442,2442
827433.937,838286.687,YUEN LONG,2443,2443
827405.875,838216.437,YUEN LONG,2444,2444
827401.062,838210.625,YUEN LONG,2445,2445
827375.75,838185.25,YUEN LONG,2446,2446
827373.375,838179.187,YUEN LONG,2447,2447
827366.187,838166.75,YUEN LONG,2448,2448
827364.187,838160.75,YUEN LONG,2449,2449
827356.562,838147.125,YUEN LONG,2450,2450
827349.875,838140.062,YUEN LONG,2451,2451
827338.75,838120,YUEN LONG,2452,2452
827330.062,838106.5,YUEN LONG,2453,2453
827330.062,838104.375,YUEN LONG,2454,2454
827314.437,838082.125,YUEN LONG,2455,2455
827307.625,838073.875,YUEN LONG,2456,2456
827290.812,838048.437,YUEN LONG,2457,2457
827272.367,838024.245,YUEN LONG,2458,2458
827252.143,838005.688,YUEN LONG,2459,2459
827259.856,837967.094,YUEN LONG,2460,2460
827268.375,837945.312,YUEN LONG,2461,2461
827270.625,837932.937,YUEN LONG,2462,2462
827281.581,837908.068,YUEN LONG,2463,2463
827291.051,837752.247,YUEN LONG,2464,2464
827279.076,837636.458,YUEN LONG,2465,2465
827277.576,837626.646,YUEN LONG,2466,2466
827267.5,837581.625,YUEN LONG,2467,2467
827267,837551.125,YUEN LONG,2468,2468
827270.5,837506.375,YUEN LONG,2469,2469
827270.062,837494.687,YUEN LONG,2470,2470
827262.5,837473.125,YUEN LONG,2471,2471
827258.312,837463.937,YUEN LONG,2472,2472
827260.375,837444.375,YUEN LONG,2473,2473
827267,837418,YUEN LONG,2474,2474
827272.187,837373,YUEN LONG,2475,2475
827277.062,837313.187,YUEN LONG,2476,2476
827279.375,837263.25,YUEN LONG,2477,2477
827286.268,837236.875,YUEN LONG,2478,2478
827282.079,837209.093,YUEN LONG,2479,2479
827279.375,837174.437,YUEN LONG,2480,2480
827279.104,837157.935,YUEN LONG,2481,2481
827300.915,837099.031,YUEN LONG,2482,2482
827303.936,837069.959,YUEN LONG,2483,2483
827281.258,836882.935,YUEN LONG,2484,2484
827292.903,836804.775,YUEN LONG,2485,2485
827313.171,836755.988,YUEN LONG,2486,2486
827315.076,836663.011,YUEN LONG,2487,2487
827337.025,836567.188,YUEN LONG,2488,2488
827338.118,836530.158,YUEN LONG,2489,2489
827327.216,836493.776,YUEN LONG,2490,2490
827295.75,836423.75,YUEN LONG,2491,2491
827232.76,836321.158,YUEN LONG,2492,2492
827217.012,836290.827,YUEN LONG,2493,2493
827240.253,836273.776,YUEN LONG,2494,2494
827268.145,836278.426,YUEN LONG,2495,2495
827305.696,836300.24,YUEN LONG,2496,2496
827342.653,836306.737,YUEN LONG,2497,2497
827385.225,836297.23,YUEN LONG,2498,2498
827417.075,836275.075,YUEN LONG,2499,2499
827434.245,836270.132,YUEN LONG,2500,2500
827456.531,836270.843,YUEN LONG,2501,2501
827507.628,836284.762,YUEN LONG,2502,2502
827524.968,836288.011,YUEN LONG,2503,2503
827528.094,836287.796,YUEN LONG,2504,2504
827536.21,836285.164,YUEN LONG,2505,2505
827577.966,836282.525,YUEN LONG,2506,2506
827586.868,836285.941,YUEN LONG,2507,2507
827592.951,836289.548,YUEN LONG,2508,2508
827603.976,836298.223,YUEN LONG,2509,2509
827606.312,836302.125,YUEN LONG,2510,2510
827616.016,836311.756,YUEN LONG,2511,2511
827636.848,836321.388,YUEN LONG,2512,2512
827660.055,836324.221,YUEN LONG,2513,2513
827708.334,836333.418,YUEN LONG,2514,2514
827741.319,836353.163,YUEN LONG,2515,2515
827745.734,836357.383,YUEN LONG,2516,2516
827752.068,836361.325,YUEN LONG,2517,2517
827761.77,836370.665,YUEN LONG,2518,2518
827794.742,836371.083,YUEN LONG,2519,2519
827820.087,836365.018,YUEN LONG,2520,2520
827866.307,836361.98,YUEN LONG,2521,2521
827973.032,836362.799,YUEN LONG,2522,2522
828048.537,836376.13,YUEN LONG,2523,2523
828069.585,836378.693,YUEN LONG,2524,2524
828077.005,836381.853,YUEN LONG,2525,2525
828088.338,836389.02,YUEN LONG,2526,2526
828186.366,836433.255,YUEN LONG,2527,2527
828248.368,836436.27,YUEN LONG,2528,2528
828256.574,836434.839,YUEN LONG,2529,2529
828261.703,836436.758,YUEN LONG,2530,2530
828301.522,836434.262,YUEN LONG,2531,2531
828354.343,836451.625,YUEN LONG,2532,2532
828360.671,836455.708,YUEN LONG,2533,2533
828428.716,836488.04,YUEN LONG,2534,2534
828450.623,836524.647,YUEN LONG,2535,2535
828489.867,836550.012,YUEN LONG,2536,2536
828500,836554.886,YUEN LONG,2537,2537
828502.664,836557.572,YUEN LONG,2538,2538
828530.57,836574.821,YUEN LONG,2539,2539
828557.593,836584.048,YUEN LONG,2540,2540
828602.939,836627.311,YUEN LONG,2541,2541
828622.25,836650.346,YUEN LONG,2542,2542
828637.74,836654.152,YUEN LONG,2543,2543
828652.393,836653.691,YUEN LONG,2544,2544
828705.151,836666.617,YUEN LONG,2545,2545
828744.086,836694.859,YUEN LONG,2546,2546
828785.56,836715.403,YUEN LONG,2547,2547
828794.073,836720.854,YUEN LONG,2548,2548
828837.375,836716.187,YUEN LONG,2549,2549
829257.75,836633.687,YUEN LONG,2550,2550
829268.625,836630.875,YUEN LONG,2551,2551
829277.5,836633.5,YUEN LONG,2552,2552
829291.375,836641,YUEN LONG,2553,2553
829298.812,836650,YUEN LONG,2554,2554
829312.94,836688.144,YUEN LONG,2555,2555
829321.279,836715.662,YUEN LONG,2556,2556
829342.96,836744.014,YUEN LONG,2557,2557
829367.142,836756.522,YUEN LONG,2558,2558
829392.992,836764.86,YUEN LONG,2559,2559
829409.67,836767.362,YUEN LONG,2560,2560
829421.344,836768.196,YUEN LONG,2561,2561
829452.197,836786.541,YUEN LONG,2562,2562
829474.712,836799.049,YUEN LONG,2563,2563
829514.738,836793.212,YUEN LONG,2564,2564
829540.588,836790.711,YUEN LONG,2565,2565
829552.262,836794.046,YUEN LONG,2566,2566
829566.438,836799.883,YUEN LONG,2567,2567
829577.278,836810.724,YUEN LONG,2568,2568
829587.285,836823.232,YUEN LONG,2569,2569
829593.956,836836.574,YUEN LONG,2570,2570
829603.962,836848.248,YUEN LONG,2571,2571
829626.477,836856.587,YUEN LONG,2572,2572
829664.375,836853.937,YUEN LONG,2573,2573
829681.108,836855.696,YUEN LONG,2574,2574
829701.97,836857.222,YUEN LONG,2575,2575
829736.062,836869.434,YUEN LONG,2576,2576
829764.049,836860.784,YUEN LONG,2577,2577
829781.858,836847.554,YUEN LONG,2578,2578
829800.176,836838.395,YUEN LONG,2579,2579
829808.826,836832.289,YUEN LONG,2580,2580
829814.932,836827.201,YUEN LONG,2581,2581
829823.074,836825.165,YUEN LONG,2582,2582
829836.812,836827.201,YUEN LONG,2583,2583
829841.901,836833.816,YUEN LONG,2584,2584
829855.639,836861.802,YUEN LONG,2585,2585
829870.905,836875.031,YUEN LONG,2586,2586
829887.187,836880.12,YUEN LONG,2587,2587
829899.4,836877.067,YUEN LONG,2588,2588
829913.647,836865.872,YUEN LONG,2589,2589
829935.018,836827.201,YUEN LONG,2590,2590
829946.213,836819.059,YUEN LONG,2591,2591
829963.513,836811.935,YUEN LONG,2592,2592
829979.287,836784.797,YUEN LONG,2593,2593
830011.966,836751.157,YUEN LONG,2594,2594
830023.765,836726.087,YUEN LONG,2595,2595
830025.868,836707.907,YUEN LONG,2596,2596
830022.286,836689.981,YUEN LONG,2597,2597
830013.159,836681.809,YUEN LONG,2598,2598
830010.965,836670.417,YUEN LONG,2599,2599
830013.343,836658.354,YUEN LONG,2600,2600
830061.945,836658.888,YUEN LONG,2601,2601
830091.79,836649.255,YUEN LONG,2602,2602
830108.57,836639.791,YUEN LONG,2603,2603
830128.753,836621.924,YUEN LONG,2604,2604
830137.801,836604.981,YUEN LONG,2605,2605
830292.633,836502.351,YUEN LONG,2606,2606
830355.437,836499.25,YUEN LONG,2607,2607
830384.25,836490.687,YUEN LONG,2608,2608
830436.25,836478.625,YUEN LONG,2609,2609
830445.187,836474.125,YUEN LONG,2610,2610
830452.875,836467.75,YUEN LONG,2611,2611
830458.875,836459.812,YUEN LONG,2612,2612
830466.062,836446.625,YUEN LONG,2613,2613
830469.812,836437.25,YUEN LONG,2614,2614
830477.125,836405.187,YUEN LONG,2615,2615
830478.835,836387.181,YUEN LONG,2616,2616
830493.023,836346.415,YUEN LONG,2617,2617
830509.216,836324.927,YUEN LONG,2618,2618
830569.517,836273.262,YUEN LONG,2619,2619
830596.253,836264.172,YUEN LONG,2620,2620
830656.457,836248.441,YUEN LONG,2621,2621
830687.587,836243.479,YUEN LONG,2622,2622
830734.13,836256.62,YUEN LONG,2623,2623
830757.596,836268.361,YUEN LONG,2624,2624
830774.786,836298.503,YUEN LONG,2625,2625
830792.112,836307.09,YUEN LONG,2626,2626
830813.653,836303.585,YUEN LONG,2627,2627
830852.763,836283.363,YUEN LONG,2628,2628
830880.791,836274.232,YUEN LONG,2629,2629
830900.282,836276.234,YUEN LONG,2630,2630
830932.304,836281.493,YUEN LONG,2631,2631
830961.558,836270.952,YUEN LONG,2632,2632
830989.513,836252.442,YUEN LONG,2633,2633
831009.521,836247.043,YUEN LONG,2634,2634
831027.207,836244.902,YUEN LONG,2635,2635
831091.365,836297.584,YUEN LONG,2636,2636
831228.454,836334.913,YUEN LONG,2637,2637
831209.731,836283.599,YUEN LONG,2638,2638
831202.937,836261.125,YUEN LONG,2639,2639
831199.375,836241.437,YUEN LONG,2640,2640
831198.187,836222.812,YUEN LONG,2641,2641
831189.812,836198.062,YUEN LONG,2642,2642
831182.687,836164.187,YUEN LONG,2643,2643
831186.062,836153.25,YUEN LONG,2644,2644
831185.312,836131.875,YUEN LONG,2645,2645
831178.187,836113.75,YUEN LONG,2646,2646
831168.062,836097.25,YUEN LONG,2647,2647
831154.125,836082.625,YUEN LONG,2648,2648
831147.5,836074.25,YUEN LONG,2649,2649
831128.75,836054.875,YUEN LONG,2650,2650
831124.187,836047.875,YUEN LONG,2651,2651
831120.187,836038.562,YUEN LONG,2652,2652
831081.75,836036.625,YUEN LONG,2653,2653
830986.187,836038.125,YUEN LONG,2654,2654
830971.875,836038.937,YUEN LONG,2655,2655
830960.437,836036.125,YUEN LONG,2656,2656
830938.25,836027.125,YUEN LONG,2657,2657
830917.062,836017.25,YUEN LONG,2658,2658
830910,836008,YUEN LONG,2659,2659
830907.875,835970.375,YUEN LONG,2660,2660
830919.623,835933.545,YUEN LONG,2661,2661
830927.564,835917.408,YUEN LONG,2662,2662
830921.914,835873.089,YUEN LONG,2663,2663
830873.415,835847.888,YUEN LONG,2664,2664
830870.228,835837.138,YUEN LONG,2665,2665
830853.268,835803.27,YUEN LONG,2666,2666
830833.096,835769.631,YUEN LONG,2667,2667
830833.096,835748.7,YUEN LONG,2668,2668
830840.568,835723.284,YUEN LONG,2669,2669
830855.542,835695.517,YUEN LONG,2670,2670
830865.9,835672.718,YUEN LONG,2671,2671
830865.153,835661.505,YUEN LONG,2672,2672
830838.299,835641.128,YUEN LONG,2673,2673
830831.161,835634.285,YUEN LONG,2674,2674
830818.831,835617.63,YUEN LONG,2675,2675
830813.601,835589.224,YUEN LONG,2676,2676
830815.841,835557.08,YUEN LONG,2677,2677
830811.36,835527.178,YUEN LONG,2678,2678
830811.36,835520.698,YUEN LONG,2679,2679
830800.647,835512.895,YUEN LONG,2680,2680
830781.778,835504.699,YUEN LONG,2681,2681
830763.714,835495.354,YUEN LONG,2682,2682
830724.643,835469.574,YUEN LONG,2683,2683
830714.486,835457.948,YUEN LONG,2684,2684
830710.562,835450.375,YUEN LONG,2685,2685
830681.125,835411.125,YUEN LONG,2686,2686
830663.323,835393.425,YUEN LONG,2687,2687
830650.799,835376.934,YUEN LONG,2688,2688
830634.493,835336.078,YUEN LONG,2689,2689
830625.814,835307.993,YUEN LONG,2690,2690
830621.723,835261.309,YUEN LONG,2691,2691
830616.081,835225.598,YUEN LONG,2692,2692
830613.291,835187.16,YUEN LONG,2693,2693
830605.355,835147.791,YUEN LONG,2694,2694
830599.125,835132.125,YUEN LONG,2695,2695
830588.75,835119.562,YUEN LONG,2696,2696
830580.062,835115.75,YUEN LONG,2697,2697
830574,835110.875,YUEN LONG,2698,2698
830563.687,835104.25,YUEN LONG,2699,2699
830529.098,835089.824,YUEN LONG,2700,2700
830509.569,835079.16,YUEN LONG,2701,2701
830473.301,835053.245,YUEN LONG,2702,2702
830417.437,834977.75,YUEN LONG,2703,2703
830381.792,834951.631,YUEN LONG,2704,2704
830364.618,834935.45,YUEN LONG,2705,2705
830344.828,834907.81,YUEN LONG,2706,2706
830319.625,834868.75,YUEN LONG,2707,2707
830300.562,834851.375,YUEN LONG,2708,2708
830289.25,834843.625,YUEN LONG,2709,2709
830272.812,834829.75,YUEN LONG,2710,2710
830260.437,834816.229,YUEN LONG,2711,2711
830249.304,834800.915,YUEN LONG,2712,2712
830244.778,834786.284,YUEN LONG,2713,2713
830244.778,834768.552,YUEN LONG,2714,2714
830250.854,834731.974,YUEN LONG,2715,2715
830251.473,834720.07,YUEN LONG,2716,2716
830250.73,834712.197,YUEN LONG,2717,2717
830246.375,834701.062,YUEN LONG,2718,2718
830230.704,834685.29,YUEN LONG,2719,2719
830216.693,834669.728,YUEN LONG,2720,2720
830214.647,834662.846,YUEN LONG,2721,2721
830214.523,834652.307,YUEN LONG,2722,2722
830218.181,834634.018,YUEN LONG,2723,2723
830217.197,834614.835,YUEN LONG,2724,2724
830215.767,834610.543,YUEN LONG,2725,2725
830199.148,834595.145,YUEN LONG,2726,2726
830190.468,834589.008,YUEN LONG,2727,2727
830161.763,834576.36,YUEN LONG,2728,2728
830153.331,834569.044,YUEN LONG,2729,2729
830142.437,834553.812,YUEN LONG,2730,2730
830127.161,834519.474,YUEN LONG,2731,2731
830122.5,834512.187,YUEN LONG,2732,2732
830112.937,834500.5,YUEN LONG,2733,2733
830090.984,834486.49,YUEN LONG,2734,2734
830080.298,834482.062,YUEN LONG,2735,2735
830062.257,834478.28,YUEN LONG,2736,2736
830056.925,834461.293,YUEN LONG,2737,2737
830049.375,834452.25,YUEN LONG,2738,2738
830031.692,834437.486,YUEN LONG,2739,2739
830027.351,834432.957,YUEN LONG,2740,2740
830019.107,834421.552,YUEN LONG,2741,2741
830010.117,834403.325,YUEN LONG,2742,2742
829942.032,834356.213,YUEN LONG,2743,2743
829934.594,834350.526,YUEN LONG,2744,2744
829926.427,834341.532,YUEN LONG,2745,2745
829915.187,834324.875,YUEN LONG,2746,2746
829909.187,834318.25,YUEN LONG,2747,2747
829767.75,834107.875,YUEN LONG,2748,2748
829761.125,834100.812,YUEN LONG,2749,2749
829730.25,834046.562,YUEN LONG,2750,2750
829722.937,834036.375,YUEN LONG,2751,2751
829714.375,834018.437,YUEN LONG,2752,2752
829589.784,833829.322,YUEN LONG,2753,2753
829585.308,833820.732,YUEN LONG,2754,2754
829583.757,833790.462,YUEN LONG,2755,2755
829589.437,833767.625,YUEN LONG,2756,2756
829598.487,833744.669,YUEN LONG,2757,2757
829612.442,833721.385,YUEN LONG,2758,2758
829643.453,833681.801,YUEN LONG,2759,2759
829673.688,833632.127,YUEN LONG,2760,2760
829678.133,833616.643,YUEN LONG,2761,2761
829672.913,833597.976,YUEN LONG,2762,2762
829658.958,833580.125,YUEN LONG,2763,2763
829641.902,833552.96,YUEN LONG,2764,2764
829639.576,833538.213,YUEN LONG,2765,2765
829641.562,833525.125,YUEN LONG,2766,2766
829651.292,833510.187,YUEN LONG,2767,2767
829705.478,833438.471,YUEN LONG,2768,2768
829762.549,833345.946,YUEN LONG,2769,2769
829780.25,833296.875,YUEN LONG,2770,2770
829789.25,833265.687,YUEN LONG,2771,2771
