northing,easting,District,Coordinate,Row 
833455.62,826698.484,KWAI TSING,10302,10302
833482.013,826672.685,KWAI TSING,10303,10303
833452.747,826643.893,KWAI TSING,10304,10304
833450.38,826626.518,KWAI TSING,10305,10305
833451.652,826623.61,KWAI TSING,10306,10306
833470.59,826601.385,KWAI TSING,10307,10307
833480,826588.878,KWAI TSING,10308,10308
833485.088,826583.604,KWAI TSING,10309,10309
833488.363,826577.998,KWAI TSING,10310,10310
833495.617,826557.292,KWAI TSING,10311,10311
833495.059,826543.528,KWAI TSING,10312,10312
833487.062,826529.455,KWAI TSING,10313,10313
833455.628,826486.738,KWAI TSING,10314,10314
833452.839,826483.949,KWAI TSING,10315,10315
833439.324,826497.34,KWAI TSING,10316,10316
833431.512,826503.23,KWAI TSING,10317,10317
833407.457,826529.517,KWAI TSING,10318,10318
833394.685,826538.941,KWAI TSING,10319,10319
833380.55,826544.023,KWAI TSING,10320,10320
833368.893,826546.503,KWAI TSING,10321,10321
833344.343,826546.442,KWAI TSING,10322,10322
833357.238,826530.571,KWAI TSING,10323,10323
833362.633,826517.923,KWAI TSING,10324,10324
833363.563,826500.192,KWAI TSING,10325,10325
833361.703,826485.498,KWAI TSING,10326,10326
833354.697,826464.853,KWAI TSING,10327,10327
833353.147,826441.604,KWAI TSING,10328,10328
833352.278,826439.187,KWAI TSING,10329,10329
833353.147,826430.011,KWAI TSING,10330,10330
833357.859,826415.378,KWAI TSING,10331,10331
833358.665,826414.76,KWAI TSING,10332,10332
833358.355,826399.508,KWAI TSING,10333,10333
833345.831,826361.69,KWAI TSING,10334,10334
833340.686,826357.101,KWAI TSING,10335,10335
833332.75,826354.932,KWAI TSING,10336,10336
833304.126,826354.542,KWAI TSING,10337,10337
833296.933,826357.547,KWAI TSING,10338,10338
833290.523,826356.44,KWAI TSING,10339,10339
833281.491,826356.528,KWAI TSING,10340,10340
833273.272,826350.006,KWAI TSING,10341,10341
833266.675,826346.883,KWAI TSING,10342,10342
833229.151,826340.209,KWAI TSING,10343,10343
833177.724,826322.204,KWAI TSING,10344,10344
833130.339,826292.843,KWAI TSING,10345,10345
833098.839,826269.844,KWAI TSING,10346,10346
833091.935,826261.052,KWAI TSING,10347,10347
833081.891,826252.26,KWAI TSING,10348,10348
833075.026,826237.508,KWAI TSING,10349,10349
833062.813,826225.605,KWAI TSING,10350,10350
833051.033,826207.998,KWAI TSING,10351,10351
833045.205,826203.534,KWAI TSING,10352,10352
833032.186,826180.409,KWAI TSING,10353,10353
833027.164,826152.633,KWAI TSING,10354,10354
833025.18,826146.558,KWAI TSING,10355,10355
833016.067,826137.878,KWAI TSING,10356,10356
832994.863,826126.719,KWAI TSING,10357,10357
832988.23,826120.953,KWAI TSING,10358,10358
832985.502,826112.088,KWAI TSING,10359,10359
832981.658,826074.331,KWAI TSING,10360,10360
832982.153,826052.57,KWAI TSING,10361,10361
832985.068,826043.456,KWAI TSING,10362,10362
832992.57,826030.313,KWAI TSING,10363,10363
833001.683,826022.687,KWAI TSING,10364,10364
833016.625,826017.541,KWAI TSING,10365,10365
833021.522,826015.062,KWAI TSING,10366,10366
833029.768,826006.878,KWAI TSING,10367,10367
833043.284,825986.047,KWAI TSING,10368,10368
833045.949,825978.173,KWAI TSING,10369,10369
833045.329,825952.816,KWAI TSING,10370,10370
833048.32,825933.569,KWAI TSING,10371,10371
833046.817,825914.378,KWAI TSING,10372,10372
833035.968,825892.058,KWAI TSING,10373,10373
833067.091,825891.686,KWAI TSING,10374,10374
833072.794,825889.393,KWAI TSING,10375,10375
833086.806,825880.898,KWAI TSING,10376,10376
833093.192,825875.691,KWAI TSING,10377,10377
833100.878,825862.176,KWAI TSING,10378,10378
833102.367,825860.873,KWAI TSING,10379,10379
833115.387,825830.371,KWAI TSING,10380,10380
833118.673,825818.405,KWAI TSING,10381,10381
833118.673,825814.623,KWAI TSING,10382,10382
833129.832,825809.788,KWAI TSING,10383,10383
833137.458,825802.1,KWAI TSING,10384,10384
833146.943,825790.693,KWAI TSING,10385,10385
833157.669,825773.085,KWAI TSING,10386,10386
833163.435,825759.446,KWAI TSING,10387,10387
833171.432,825748.844,KWAI TSING,10388,10388
833176.082,825745,KWAI TSING,10389,10389
833183.336,825742.148,KWAI TSING,10390,10390
833205.035,825741.9,KWAI TSING,10391,10391
833176.506,825710.068,KWAI TSING,10392,10392
833140.937,825664.743,KWAI TSING,10393,10393
833119.888,825632.424,KWAI TSING,10394,10394
833105.308,825614.408,KWAI TSING,10395,10395
833074.893,825607.187,KWAI TSING,10396,10396
833054.4,825600.841,KWAI TSING,10397,10397
833035.525,825586.604,KWAI TSING,10398,10398
833027.673,825578.337,KWAI TSING,10399,10399
833013.123,825577.867,KWAI TSING,10400,10400
832988.484,825568.478,KWAI TSING,10401,10401
832983.086,825562.844,KWAI TSING,10402,10402
832981.209,825554.627,KWAI TSING,10403,10403
832983.086,825548.289,KWAI TSING,10404,10404
832986.606,825544.533,KWAI TSING,10405,10405
833000.216,825536.082,KWAI TSING,10406,10406
833011.481,825509.086,KWAI TSING,10407,10407
833017.925,825491.213,KWAI TSING,10408,10408
833017.582,825479.507,KWAI TSING,10409,10409
833008.665,825470.117,KWAI TSING,10410,10410
832970.648,825458.613,KWAI TSING,10411,10411
832962.201,825453.684,KWAI TSING,10412,10412
832958.681,825449.224,KWAI TSING,10413,10413
832958.212,825438.425,KWAI TSING,10414,10414
832980.574,825411.405,KWAI TSING,10415,10415
833000.684,825393.34,KWAI TSING,10416,10416
833026.635,825354.292,KWAI TSING,10417,10417
833019.878,825349.456,KWAI TSING,10418,10418
832980.163,825349.41,KWAI TSING,10419,10419
832952.666,825351.053,KWAI TSING,10420,10420
832935.622,825347.036,KWAI TSING,10421,10421
832932.709,825338.108,KWAI TSING,10422,10422
832931.655,825328.561,KWAI TSING,10423,10423
832932.523,825319.571,KWAI TSING,10424,10424
832932.146,825300.143,KWAI TSING,10425,10425
832946.498,825261.169,KWAI TSING,10426,10426
832990.881,825199.075,KWAI TSING,10427,10427
833024.828,825135.84,KWAI TSING,10428,10428
833070.003,825088.315,KWAI TSING,10429,10429
833086.03,825060.616,KWAI TSING,10430,10430
833101.189,824994.023,KWAI TSING,10431,10431
833076.601,824967.908,KWAI TSING,10432,10432
833069.951,824961.792,KWAI TSING,10433,10433
833061.201,824927.377,KWAI TSING,10434,10434
833054.637,824916.121,KWAI TSING,10435,10435
833041.63,824901.052,KWAI TSING,10436,10436
833026.023,824891.122,KWAI TSING,10437,10437
833019.662,824885.981,KWAI TSING,10438,10438
833052.661,824822.282,KWAI TSING,10439,10439
833050.221,824788.198,KWAI TSING,10440,10440
833042.285,824766.078,KWAI TSING,10441,10441
833018.938,824756.566,KWAI TSING,10442,10442
832985.216,824753.107,KWAI TSING,10443,10443
832945.767,824752.622,KWAI TSING,10444,10444
832924.294,824730.205,KWAI TSING,10445,10445
832863.613,824650.091,KWAI TSING,10446,10446
832804.196,824610.768,KWAI TSING,10447,10447
832795.726,824591.165,KWAI TSING,10448,10448
832791.549,824567.74,KWAI TSING,10449,10449
832775.07,824519.952,KWAI TSING,10450,10450
832759.211,824513.234,KWAI TSING,10451,10451
832731.932,824511.684,KWAI TSING,10452,10452
832712.14,824506.176,KWAI TSING,10453,10453
832700.132,824501.423,KWAI TSING,10454,10454
832695.495,824498.518,KWAI TSING,10455,10455
832677.304,824482.013,KWAI TSING,10456,10456
832663.184,824462.601,KWAI TSING,10457,10457
832645.445,824436.481,KWAI TSING,10458,10458
832629.702,824400.053,KWAI TSING,10459,10459
832625.792,824361.091,KWAI TSING,10460,10460
832626.101,824337.657,KWAI TSING,10461,10461
832621.204,824297.916,KWAI TSING,10462,10462
832609.919,824250.623,KWAI TSING,10463,10463
832610.107,824247.636,KWAI TSING,10464,10464
832616.617,824226.867,KWAI TSING,10465,10465
832619.145,824205.128,KWAI TSING,10466,10466
832614.508,824149.06,KWAI TSING,10467,10467
832604.713,824085.575,KWAI TSING,10468,10468
832604.713,824061.768,KWAI TSING,10469,10469
832609.065,824013.762,KWAI TSING,10470,10470
832620.556,823967.584,KWAI TSING,10471,10471
832623.153,823919.658,KWAI TSING,10472,10472
832633.998,823885.76,KWAI TSING,10473,10473
832635.362,823827.314,KWAI TSING,10474,10474
832649.388,823778.998,KWAI TSING,10475,10475
832656.857,823741.854,KWAI TSING,10476,10476
832662.377,823656.328,KWAI TSING,10477,10477
832673.936,823606.13,KWAI TSING,10478,10478
832691.015,823565.218,KWAI TSING,10479,10479
832691.859,823503.85,KWAI TSING,10480,10480
832681.924,823446.638,KWAI TSING,10481,10481
832681.924,823389.101,KWAI TSING,10482,10482
832694.132,823358.385,KWAI TSING,10483,10483
832706.211,823348.189,KWAI TSING,10484,10484
832735.694,823339.942,KWAI TSING,10485,10485
832751.018,823332.278,KWAI TSING,10486,10486
832751.148,823330.98,KWAI TSING,10487,10487
832771.41,823328.707,KWAI TSING,10488,10488
832804.66,823337.993,KWAI TSING,10489,10489
832835.96,823335.721,KWAI TSING,10490,10490
832851.062,823323.309,KWAI TSING,10491,10491
832878.278,823306.46,KWAI TSING,10492,10492
832897.7,823297.397,KWAI TSING,10493,10493
832914.532,823288.333,KWAI TSING,10494,10494
832933.953,823288.333,KWAI TSING,10495,10495
832949.49,823296.101,KWAI TSING,10496,10496
832967.617,823302.576,KWAI TSING,10497,10497
832977.975,823312.934,KWAI TSING,10498,10498
832964.079,823277.765,KWAI TSING,10499,10499
832954.741,823260.044,KWAI TSING,10500,10500
832957.258,823208.058,KWAI TSING,10501,10501
832962.438,823201.585,KWAI TSING,10502,10502
832974.091,823192.521,KWAI TSING,10503,10503
832992.218,823182.163,KWAI TSING,10504,10504
832996.101,823175.689,KWAI TSING,10505,10505
832996.101,823166.626,KWAI TSING,10506,10506
833009.049,823117.425,KWAI TSING,10507,10507
833024.587,823098.003,KWAI TSING,10508,10508
833041.418,823087.646,KWAI TSING,10509,10509
833060.84,823073.403,KWAI TSING,10510,10510
833090.618,823061.751,KWAI TSING,10511,10511
833108.858,823046.143,KWAI TSING,10512,10512
833114.674,823035.221,KWAI TSING,10513,10513
833124.486,823012.689,KWAI TSING,10514,10514
833131.888,822989.253,KWAI TSING,10515,10515
833136.156,822969.22,KWAI TSING,10516,10516
833141.711,822927.424,KWAI TSING,10517,10517
833144.611,822915.582,KWAI TSING,10518,10518
833150.321,822901.513,KWAI TSING,10519,10519
833158.502,822887.991,KWAI TSING,10520,10520
833168.988,822867.986,KWAI TSING,10521,10521
833173.8,822853.553,KWAI TSING,10522,10522
833175.203,822841.927,KWAI TSING,10523,10523
833175.403,822819.877,KWAI TSING,10524,10524
833174.371,822786.716,KWAI TSING,10525,10525
833165.804,822626.074,KWAI TSING,10526,10526
833166.335,822609.583,KWAI TSING,10527,10527
833168.661,822601.048,KWAI TSING,10528,10528
833184.944,822579.323,KWAI TSING,10529,10529
833188.046,822567.684,KWAI TSING,10530,10530
833188.821,822557.596,KWAI TSING,10531,10531
833177.19,822532.768,KWAI TSING,10532,10532
833178.741,822521.905,KWAI TSING,10533,10533
833184.169,822511.818,KWAI TSING,10534,10534
833183.393,822504.835,KWAI TSING,10535,10535
833185.72,822493.197,KWAI TSING,10536,10536
833193.473,822482.334,KWAI TSING,10537,10537
833199.676,822479.23,KWAI TSING,10538,10538
833213.633,822475.351,KWAI TSING,10539,10539
833233.018,822475.351,KWAI TSING,10540,10540
833236.893,822473.799,KWAI TSING,10541,10541
833251.627,822460.608,KWAI TSING,10542,10542
833300.475,822440.435,KWAI TSING,10543,10543
833335.367,822427.243,KWAI TSING,10544,10544
833343.896,822427.243,KWAI TSING,10545,10545
833359.403,822420.261,KWAI TSING,10546,10546
833376.851,822405.382,KWAI TSING,10547,10547
833388.628,822392.062,KWAI TSING,10548,10548
833188.25,822329.687,KWAI TSING,10549,10549
833168.187,822324.937,KWAI TSING,10550,10550
833142,822322.312,KWAI TSING,10551,10551
833022.375,822325.25,KWAI TSING,10552,10552
833007.937,822328.187,KWAI TSING,10553,10553
832994.062,822333,KWAI TSING,10554,10554
832983.437,822338.125,KWAI TSING,10555,10555
832973.437,822344.375,KWAI TSING,10556,10556
832957.75,822357.75,KWAI TSING,10557,10557
832915.478,822410.684,KWAI TSING,10558,10558
832890.062,822438.687,KWAI TSING,10559,10559
832876.125,822449.562,KWAI TSING,10560,10560
832860.5,822457.812,KWAI TSING,10561,10561
832843.75,822463.312,KWAI TSING,10562,10562
832829.187,822465.562,KWAI TSING,10563,10563
832811.5,822465.437,KWAI TSING,10564,10564
832797,822463,KWAI TSING,10565,10565
832778.062,822456.5,KWAI TSING,10566,10566
832770.062,822452.687,KWAI TSING,10567,10567
832757.437,822445.125,KWAI TSING,10568,10568
832748.062,822438,KWAI TSING,10569,10569
832739.375,822430.062,KWAI TSING,10570,10570
832695,822378.187,KWAI TSING,10571,10571
832670.5,822353.5,KWAI TSING,10572,10572
832651.562,822336.437,KWAI TSING,10573,10573
832639.437,822328.062,KWAI TSING,10574,10574
832626.375,822321.187,KWAI TSING,10575,10575
832612.625,822316,KWAI TSING,10576,10576
832601.187,822313.125,KWAI TSING,10577,10577
832580.687,822310.75,KWAI TSING,10578,10578
832560.125,822311.937,KWAI TSING,10579,10579
832542.875,822315.75,KWAI TSING,10580,10580
832505.312,822330.5,KWAI TSING,10581,10581
832479.375,822344.375,KWAI TSING,10582,10582
832462.25,822355.875,KWAI TSING,10583,10583
832436.375,822377,KWAI TSING,10584,10584
832410.625,822396.687,KWAI TSING,10585,10585
832383.937,822415.125,KWAI TSING,10586,10586
832364,822427.687,KWAI TSING,10587,10587
832333.25,822445.187,KWAI TSING,10588,10588
832308.5,822457.812,KWAI TSING,10589,10589
832291.74,822464.753,KWAI TSING,10590,10590
832281.987,822551.034,KWAI TSING,10591,10591
832176.892,822537.999,KWAI TSING,10592,10592
832086.351,822489.552,KWAI TSING,10593,10593
832053.93,822479.99,KWAI TSING,10594,10594
832055.437,822449,KWAI TSING,10595,10595
832054.875,822428,KWAI TSING,10596,10596
832052.375,822407.125,KWAI TSING,10597,10597
832048,822386.625,KWAI TSING,10598,10598
832040.75,822363.75,KWAI TSING,10599,10599
832030.25,822339.5,KWAI TSING,10600,10600
832020.625,822324.312,KWAI TSING,10601,10601
832006.812,822308.562,KWAI TSING,10602,10602
831990.562,822295.25,KWAI TSING,10603,10603
831975.125,822286.125,KWAI TSING,10604,10604
831958.5,822279.5,KWAI TSING,10605,10605
831937.937,822275.375,KWAI TSING,10606,10606
831917,822274.75,KWAI TSING,10607,10607
831899.125,822277.062,KWAI TSING,10608,10608
831887.133,822279.981,KWAI TSING,10609,10609
831873.551,822285.76,KWAI TSING,10610,10610
831862.562,822292.71,KWAI TSING,10611,10611
831845.101,822257.225,KWAI TSING,10612,10612
831840.848,822250.586,KWAI TSING,10613,10613
831836.986,822246.496,KWAI TSING,10614,10614
831831.503,822243.215,KWAI TSING,10615,10615
831815.876,822239.053,KWAI TSING,10616,10616
831806.888,822239.626,KWAI TSING,10617,10617
831755.405,822197.344,KWAI TSING,10618,10618
831747.562,822190.903,KWAI TSING,10619,10619
831705.687,822215.437,KWAI TSING,10620,10620
831671.562,822237.187,KWAI TSING,10621,10621
831652.562,822245.187,KWAI TSING,10622,10622
831641.125,822248.062,KWAI TSING,10623,10623
831626.5,822249.875,KWAI TSING,10624,10624
831611.63,822249.795,KWAI TSING,10625,10625
831665.949,822102.44,KWAI TSING,10626,10626
831691.978,822054.282,KWAI TSING,10627,10627
831731.023,821995.712,KWAI TSING,10628,10628
831769.155,821943.128,KWAI TSING,10629,10629
831808.505,821893.363,KWAI TSING,10630,10630
831849.846,821852.018,KWAI TSING,10631,10631
831897.101,821813.85,KWAI TSING,10632,10632
831952.663,821779.132,KWAI TSING,10633,10633
832102.851,821706.893,KWAI TSING,10634,10634
832133.503,821692.923,KWAI TSING,10635,10635
832294.169,821619.69,KWAI TSING,10636,10636
832301.978,821626.198,KWAI TSING,10637,10637
832326.706,821628.801,KWAI TSING,10638,10638
832339.72,821624.896,KWAI TSING,10639,10639
832356.638,821615.785,KWAI TSING,10640,10640
832365.75,821585.849,KWAI TSING,10641,10641
832363.036,821571.376,KWAI TSING,10642,10642
832361.845,821565.025,KWAI TSING,10643,10643
832341.022,821537.692,KWAI TSING,10644,10644
832618.625,821409.748,KWAI TSING,10645,10645
832652.464,821390.224,KWAI TSING,10646,10646
832673.287,821366.796,KWAI TSING,10647,10647
832682.398,821348.575,KWAI TSING,10648,10648
832690.206,821325.147,KWAI TSING,10649,10649
832687.603,821299.115,KWAI TSING,10650,10650
832683.699,821274.386,KWAI TSING,10651,10651
832675.89,821250.958,KWAI TSING,10652,10652
832662.875,821233.516,KWAI TSING,10653,10653
832519.714,821111.169,KWAI TSING,10654,10654
832513.206,821100.757,KWAI TSING,10655,10655
832513.206,821095.551,KWAI TSING,10656,10656
832526.221,821079.932,KWAI TSING,10657,10657
832534.03,821064.313,KWAI TSING,10658,10658
832531.427,821047.393,KWAI TSING,10659,10659
832527.522,821038.282,KWAI TSING,10660,10660
832518.412,821035.679,KWAI TSING,10661,10661
832504.096,821036.98,KWAI TSING,10662,10662
832493.684,821042.187,KWAI TSING,10663,10663
832474.162,821063.012,KWAI TSING,10664,10664
832261.112,820897.062,KWAI TSING,10665,10665
832267.618,820881.443,KWAI TSING,10666,10666
832271.523,820861.92,KWAI TSING,10667,10667
832265.016,820852.809,KWAI TSING,10668,10668
832225.971,820829.381,KWAI TSING,10669,10669
832107.538,820736.97,KWAI TSING,10670,10670
832082.81,820710.939,KWAI TSING,10671,10671
832065.891,820684.908,KWAI TSING,10672,10672
832035.957,820609.417,KWAI TSING,10673,10673
832006.023,820549.546,KWAI TSING,10674,10674
831965.027,820511.018,KWAI TSING,10675,10675
831940.299,820494.098,KWAI TSING,10676,10676
831910.366,820483.685,KWAI TSING,10677,10677
831732.064,820435.528,KWAI TSING,10678,10678
831695.623,820423.814,KWAI TSING,10679,10679
831670.895,820409.497,KWAI TSING,10680,10680
831482.181,820263.721,KWAI TSING,10681,10681
831473.071,820246.802,KWAI TSING,10682,10682
831473.071,820214.263,KWAI TSING,10683,10683
831486.712,820160.49,KWAI TSING,10684,10684
831499.647,820124.392,KWAI TSING,10685,10685
831506.559,820096.398,KWAI TSING,10686,10686
831515.199,820079.117,KWAI TSING,10687,10687
831538.355,820031.077,KWAI TSING,10688,10688
831549.415,820007.576,KWAI TSING,10689,10689
831559.783,819989.259,KWAI TSING,10690,10690
831570.497,819974.743,KWAI TSING,10691,10691
831586.395,819957.462,KWAI TSING,10692,10692
831597.8,819947.44,KWAI TSING,10693,10693
831620.265,819931.887,KWAI TSING,10694,10694
831640.656,819921.173,KWAI TSING,10695,10695
831620.229,819419.367,KWAI TSING,10696,10696
833450.098,819423.728,KWAI TSING,10697,10697
833448.123,817616.684,KWAI TSING,10698,10698
829362.503,817632.076,KWAI TSING,10699,10699
829364.216,819195.844,KWAI TSING,10700,10700
825533.723,819286.945,KWAI TSING,10701,10701
825509.957,824761.929,KWAI TSING,10702,10702
826185.903,825078.363,KWAI TSING,10703,10703
829389.888,825066.261,KWAI TSING,10704,10704
829388.372,824542.054,KWAI TSING,10705,10705
829671.141,824596.326,KWAI TSING,10706,10706
829712.219,824606.758,KWAI TSING,10707,10707
829742.998,824617.934,KWAI TSING,10708,10708
829779.684,824635.363,KWAI TSING,10709,10709
829801.561,824648.32,KWAI TSING,10710,10710
829838.084,824674.51,KWAI TSING,10711,10711
829941.976,824774.203,KWAI TSING,10712,10712
829975.12,824796.694,KWAI TSING,10713,10713
830000,824811.074,KWAI TSING,10714,10714
830050.459,824838.188,KWAI TSING,10715,10715
830076.387,824850.882,KWAI TSING,10716,10716
830080.502,824854.145,KWAI TSING,10717,10717
830332.02,824947.814,KWAI TSING,10718,10718
830356.474,824960.943,KWAI TSING,10719,10719
830377.755,824975.302,KWAI TSING,10720,10720
830402.47,824995.76,KWAI TSING,10721,10721
830420.261,825013.672,KWAI TSING,10722,10722
830454.18,825062.508,KWAI TSING,10723,10723
830471.828,825093.108,KWAI TSING,10724,10724
830493.805,825136.758,KWAI TSING,10725,10725
830503.83,825160.648,KWAI TSING,10726,10726
830510.99,825184.589,KWAI TSING,10727,10727
830516.577,825213.037,KWAI TSING,10728,10728
830522.247,825247.091,KWAI TSING,10729,10729
830527.856,825265.418,KWAI TSING,10730,10730
830534.185,825280.103,KWAI TSING,10731,10731
830548.822,825306.099,KWAI TSING,10732,10732
830563.738,825329.579,KWAI TSING,10733,10733
830582.349,825365.561,KWAI TSING,10734,10734
830652.428,825481.825,KWAI TSING,10735,10735
830714.28,825581.104,KWAI TSING,10736,10736
830738.19,825625.128,KWAI TSING,10737,10737
830746.028,825643.172,KWAI TSING,10738,10738
830753.773,825666.235,KWAI TSING,10739,10739
830759.439,825689.366,KWAI TSING,10740,10740
831032.28,825715.166,KWAI TSING,10741,10741
831370.287,825752.591,KWAI TSING,10742,10742
831388.76,825753.807,KWAI TSING,10743,10743
831426.161,825752.628,KWAI TSING,10744,10744
831443.868,825750.564,KWAI TSING,10745,10745
831460.866,825747.585,KWAI TSING,10746,10746
831481.241,825742.368,KWAI TSING,10747,10747
831507.432,825733.18,KWAI TSING,10748,10748
831520.947,825727.211,KWAI TSING,10749,10749
831547.077,825712.809,KWAI TSING,10750,10750
831663.9,825636.42,KWAI TSING,10751,10751
831726.6,825593.2,KWAI TSING,10752,10752
831758.438,825614.987,KWAI TSING,10753,10753
831771.373,825621.299,KWAI TSING,10754,10754
831791.164,825628.117,KWAI TSING,10755,10755
831831.532,825645.541,KWAI TSING,10756,10756
831846.295,825648.437,KWAI TSING,10757,10757
831858.766,825647.22,KWAI TSING,10758,10758
831873.956,825642.012,KWAI TSING,10759,10759
831900.41,825625.925,KWAI TSING,10760,10760
831901.297,825667.183,KWAI TSING,10761,10761
831904.335,825695.392,KWAI TSING,10762,10762
831912.58,825725.771,KWAI TSING,10763,10763
831922.357,825751.212,KWAI TSING,10764,10764
831931.715,825764.645,KWAI TSING,10765,10765
831944.868,825781.377,KWAI TSING,10766,10766
831964.037,825799.939,KWAI TSING,10767,10767
831973.506,825807.818,KWAI TSING,10768,10768
832062.378,825874.061,KWAI TSING,10769,10769
832069.8,825883.523,KWAI TSING,10770,10770
832091.481,825921.923,KWAI TSING,10771,10771
832094.997,825931.568,KWAI TSING,10772,10772
832097.74,825956.441,KWAI TSING,10773,10773
832097.055,826227.426,KWAI TSING,10774,10774
832097.704,826268.528,KWAI TSING,10775,10775
832099.793,826297.563,KWAI TSING,10776,10776
832103.103,826317.229,KWAI TSING,10777,10777
832109.69,826346.344,KWAI TSING,10778,10778
832110.657,826356.077,KWAI TSING,10779,10779
832116.387,826378.085,KWAI TSING,10780,10780
832182.441,826572.651,KWAI TSING,10781,10781
832191.56,826592.704,KWAI TSING,10782,10782
832201.588,826624.919,KWAI TSING,10783,10783
832209.528,826653.857,KWAI TSING,10784,10784
832211.547,826679.151,KWAI TSING,10785,10785
832210.035,826696.045,KWAI TSING,10786,10786
832206.363,826712.712,KWAI TSING,10787,10787
832200.747,826728.929,KWAI TSING,10788,10788
832193.205,826743.322,KWAI TSING,10789,10789
832185.476,826755.451,KWAI TSING,10790,10790
832174.813,826766.736,KWAI TSING,10791,10791
832162.211,826778.367,KWAI TSING,10792,10792
832145.192,826789.534,KWAI TSING,10793,10793
832126.705,826797.65,KWAI TSING,10794,10794
832107.059,826801.17,KWAI TSING,10795,10795
832083.653,826803.045,KWAI TSING,10796,10796
832058.023,826802.226,KWAI TSING,10797,10797
832056.682,826813.416,KWAI TSING,10798,10798
832057.049,826825.035,KWAI TSING,10799,10799
832060.981,826848.612,KWAI TSING,10800,10800
832063.015,826854.062,KWAI TSING,10801,10801
832054.122,826857.733,KWAI TSING,10802,10802
832042.067,826864.622,KWAI TSING,10803,10803
832008.042,826876.818,KWAI TSING,10804,10804
831989.096,826882.308,KWAI TSING,10805,10805
831979.771,826887.292,KWAI TSING,10806,10806
831974.906,826891.8,KWAI TSING,10807,10807
831971.261,826897.678,KWAI TSING,10808,10808
831960.048,826924.957,KWAI TSING,10809,10809
831981.31,826930.059,KWAI TSING,10810,10810
832012.033,826935.283,KWAI TSING,10811,10811
832039.98,826938.016,KWAI TSING,10812,10812
832107.613,826941.262,KWAI TSING,10813,10813
832132.275,826941.56,KWAI TSING,10814,10814
832139.455,826949.996,KWAI TSING,10815,10815
832161.484,826964.528,KWAI TSING,10816,10816
832173.666,826973.907,KWAI TSING,10817,10817
832203.204,826989.062,KWAI TSING,10818,10818
832219.626,826992.422,KWAI TSING,10819,10819
832236.055,826992.766,KWAI TSING,10820,10820
832265.64,826987.718,KWAI TSING,10821,10821
832291.011,826978.135,KWAI TSING,10822,10822
832306.037,826976.063,KWAI TSING,10823,10823
832319.647,826977.305,KWAI TSING,10824,10824
832378.346,827000,KWAI TSING,10825,10825
832396.395,827012.896,KWAI TSING,10826,10826
832616.22,827153.776,KWAI TSING,10827,10827
832639.1,827165.962,KWAI TSING,10828,10828
832657.966,827174.224,KWAI TSING,10829,10829
832671.678,827178.428,KWAI TSING,10830,10830
832786.293,827227.944,KWAI TSING,10831,10831
832803.993,827238.011,KWAI TSING,10832,10832
832811.202,827239.917,KWAI TSING,10833,10833
832818.085,827244.054,KWAI TSING,10834,10834
832824.755,827249.345,KWAI TSING,10835,10835
832832.603,827253.482,KWAI TSING,10836,10836
832838.858,827255.387,KWAI TSING,10837,10837
832930.623,827247.123,KWAI TSING,10838,10838
832925.248,827175.232,KWAI TSING,10839,10839
832931.776,827157.12,KWAI TSING,10840,10840
832932.224,827133.44,KWAI TSING,10841,10841
832943.936,827123.008,KWAI TSING,10842,10842
832949.44,827112.192,KWAI TSING,10843,10843
832948.928,827082.496,KWAI TSING,10844,10844
832945.6,827068.608,KWAI TSING,10845,10845
832942.848,827063.168,KWAI TSING,10846,10846
832935.04,827058.432,KWAI TSING,10847,10847
832919.68,827052.288,KWAI TSING,10848,10848
832906.816,827037.184,KWAI TSING,10849,10849
832900.736,827032.832,KWAI TSING,10850,10850
832890.688,827028.351,KWAI TSING,10851,10851
832871.296,827028.608,KWAI TSING,10852,10852
832867.136,827024.512,KWAI TSING,10853,10853
832853.696,827000.896,KWAI TSING,10854,10854
832854.656,826987.776,KWAI TSING,10855,10855
832864.256,826966.591,KWAI TSING,10856,10856
832865.792,826941.376,KWAI TSING,10857,10857
832861.503,826934.591,KWAI TSING,10858,10858
832857.92,826932.863,KWAI TSING,10859,10859
832836.928,826931.84,KWAI TSING,10860,10860
832828.8,826929.856,KWAI TSING,10861,10861
832808.512,826928.32,KWAI TSING,10862,10862
832796.672,826930.816,KWAI TSING,10863,10863
832782.08,826939.903,KWAI TSING,10864,10864
832770.752,826940.928,KWAI TSING,10865,10865
832768,826940.16,KWAI TSING,10866,10866
832767.232,826938.368,KWAI TSING,10867,10867
832766.72,826931.072,KWAI TSING,10868,10868
832767.488,826927.04,KWAI TSING,10869,10869
832778.496,826913.664,KWAI TSING,10870,10870
832782.08,826911.168,KWAI TSING,10871,10871
832793.152,826906.623,KWAI TSING,10872,10872
832814.336,826899.584,KWAI TSING,10873,10873
832822.912,826897.536,KWAI TSING,10874,10874
832840.064,826887.488,KWAI TSING,10875,10875
832843.776,826882.048,KWAI TSING,10876,10876
832859.456,826850.432,KWAI TSING,10877,10877
832876.8,826845.696,KWAI TSING,10878,10878
832912.64,826841.6,KWAI TSING,10879,10879
832923.263,826834.048,KWAI TSING,10880,10880
832923.2,826825.023,KWAI TSING,10881,10881
832908.096,826814.4,KWAI TSING,10882,10882
832896.512,826798.528,KWAI TSING,10883,10883
832893.503,826796.032,KWAI TSING,10884,10884
832882.88,826796.736,KWAI TSING,10885,10885
